year_film,year_ceremony,number_ceremony,category,actor_name,film,winner
1943,1944,16,SHORT SUBJECT (Cartoon),"George Pal, Producer",The 500 Hats of Bartholomew Cubbins,f
1943,1944,16,SHORT SUBJECT (Cartoon),"Leon Schlesinger, Producer",Greetings Bait!,f
1943,1944,16,SHORT SUBJECT (Cartoon),"Dave Fleischer, Producer",Imagination,f
1943,1944,16,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Reason and Emotion,f
1943,1944,16,SHORT SUBJECT (Cartoon),"Frederick Quimby, Producer",Yankee Doodle Mouse,t
1943,1944,16,SHORT SUBJECT (One-reel),"Grantland Rice, Producer",Amphibious Fighters,t
1943,1944,16,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Cavalcade of Dance with Veloz and Yolanda,f
1943,1944,16,SHORT SUBJECT (One-reel),"Edmund Reek, Producer",Champions Carry On,f
1943,1944,16,SHORT SUBJECT (One-reel),"Ralph Staub, Producer",Hollywood in Uniform,f
1943,1944,16,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Seeing Hands,f
1943,1944,16,SHORT SUBJECT (Two-reel),"Jerry Bresler and Sam Coslow, Producers",Heavenly Music,t
1943,1944,16,SHORT SUBJECT (Two-reel),"Frederic Ullman, Jr., Producer",Letter to a Hero,f
1943,1944,16,SHORT SUBJECT (Two-reel),"Walter MacEwen, Producer",Mardi Gras,f
1943,1944,16,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Women at War,f
1943,1944,16,SOUND RECORDING,"Sound Service, Inc., Jack Whitney, Sound Director",Hangmen Also Die,f
1943,1944,16,SOUND RECORDING,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",In Old Oklahoma,f
1943,1944,16,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Madame Curie,f
1943,1944,16,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",The North Star,f
1943,1944,16,SOUND RECORDING,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",Phantom of the Opera,f
1943,1944,16,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Riding High,f
1943,1944,16,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Sahara,f
1943,1944,16,SOUND RECORDING,"Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director",Saludos Amigos,f
1943,1944,16,SOUND RECORDING,"RCA Sound, J. L. Fields, Sound Director",So This Is Washington,f
1943,1944,16,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",The Song of Bernadette,f
1943,1944,16,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",This Is the Army,f
1943,1944,16,SOUND RECORDING,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",This Land Is Mine,t
1943,1944,16,SPECIAL EFFECTS,"Photographic Effects by Hans Koenekamp, Rex Wimpy; Sound Effects by Nathan Levinson",Air Force,f
1943,1944,16,SPECIAL EFFECTS,"Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart, Roy Granville",Bombardier,f
1943,1944,16,SPECIAL EFFECTS,Photographic Effects by Fred Sersen; Sound Effects by Roger Heman,Crash Dive,t
1943,1944,16,SPECIAL EFFECTS,"Photographic Effects by Clarence Slifer, R. O. Binger; Sound Effects by Thomas T. Moulton",The North Star,f
1943,1944,16,SPECIAL EFFECTS,"Photographic Effects by Gordon Jennings, Farciot Edouart; Sound Effects by George Dutton",So Proudly We Hail!,f
1943,1944,16,SPECIAL EFFECTS,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus; Sound Effects by Michael Steinore",Stand By for Action,f
1943,1944,16,WRITING (Original Motion Picture Story),Guy Gilpatric,Action in the North Atlantic,f
1943,1944,16,WRITING (Original Motion Picture Story),Steve Fisher,Destination Tokyo,f
1943,1944,16,WRITING (Original Motion Picture Story),William Saroyan,The Human Comedy,t
1943,1944,16,WRITING (Original Motion Picture Story),"Robert Russell, Frank Ross",The More the Merrier,f
1943,1944,16,WRITING (Original Motion Picture Story),Gordon McDonell,Shadow of a Doubt,f
1943,1944,16,WRITING (Original Screenplay),Dudley Nichols,Air Force,f
1943,1944,16,WRITING (Original Screenplay),Noel Coward,In Which We Serve,f
1943,1944,16,WRITING (Original Screenplay),Lillian Hellman,The North Star,f
1943,1944,16,WRITING (Original Screenplay),Norman Krasna,Princess O'Rourke,t
1943,1944,16,WRITING (Original Screenplay),Allan Scott,So Proudly We Hail!,f
1943,1944,16,WRITING (Screenplay),"Julius J. Epstein, Philip G. Epstein, Howard Koch",Casablanca,t
1943,1944,16,WRITING (Screenplay),Nunnally Johnson,Holy Matrimony,f
1943,1944,16,WRITING (Screenplay),"Robert Russell, Frank Ross, Richard Flournoy, Lewis R. Foster",The More the Merrier,f
1943,1944,16,WRITING (Screenplay),George Seaton,The Song of Bernadette,f
1943,1944,16,WRITING (Screenplay),Dashiell Hammett,Watch on the Rhine,f
1943,1944,16,SPECIAL AWARD, George Pal for the development of novel methods and techniques in the production of short subjects known as Puppetoons.,,t
1943,1944,16,IRVING G. THALBERG MEMORIAL AWARD,Hal B. Wallis,,t
1944,1945,17,ACTOR,Charles Boyer,Gaslight,f
1944,1945,17,ACTOR,Bing Crosby,Going My Way,t
1944,1945,17,ACTOR,Barry Fitzgerald,Going My Way,f
1944,1945,17,ACTOR,Cary Grant,None but the Lonely Heart,f
1944,1945,17,ACTOR,Alexander Knox,Wilson,f
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Hume Cronyn,The Seventh Cross,f
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Barry Fitzgerald,Going My Way,t
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Claude Rains,Mr. Skeffington,f
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Clifton Webb,Laura,f
1944,1945,17,ACTOR IN A SUPPORTING ROLE,Monty Woolley,Since You Went Away,f
1944,1945,17,ACTRESS,Ingrid Bergman,Gaslight,t
1944,1945,17,ACTRESS,Claudette Colbert,Since You Went Away,f
1944,1945,17,ACTRESS,Bette Davis,Mr. Skeffington,f
1944,1945,17,ACTRESS,Greer Garson,Mrs. Parkington,f
1944,1945,17,ACTRESS,Barbara Stanwyck,Double Indemnity,f
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,None but the Lonely Heart,t
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Jennifer Jones,Since You Went Away,f
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,Gaslight,f
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Aline MacMahon,Dragon Seed,f
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,Mrs. Parkington,f
1944,1945,17,ART DIRECTION (Black-and-White),"Art Direction:  Lionel Banks, Walter Holscher;  Interior Decoration:  Joseph Kish",Address Unknown,f
1944,1945,17,ART DIRECTION (Black-and-White),Art Direction:  John J. Hughes;  Interior Decoration:  Fred MacLean,The Adventures of Mark Twain,f
1944,1945,17,ART DIRECTION (Black-and-White),Art Direction:  Perry Ferguson;  Interior Decoration:  Julia Heron,Casanova Brown,f
1944,1945,17,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, William Ferrari;  Interior Decoration:  Edwin B. Willis, Paul Huldschinsky",Gaslight,t
1944,1945,17,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Leland Fuller;  Interior Decoration:  Thomas Little",Laura,f
1944,1945,17,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, Robert Usher;  Interior Decoration:  Sam Comer",No Time for Love,f
1944,1945,17,ART DIRECTION (Black-and-White),Art Direction:  Mark-Lee Kirk;  Interior Decoration:  Victor A. Gangelin,Since You Went Away,f
1944,1945,17,ART DIRECTION (Black-and-White),Song of the Open Road,Song of the Open Road,f
1944,1945,17,ART DIRECTION (Black-and-White),"Art Direction:  Albert S. D'Agostino, Carroll Clark;  Interior Decoration:  Darrell Silvera, Claude Carpenter",Step Lively,f
1944,1945,17,ART DIRECTION (Color),"Art Direction:  John B. Goodman, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb",The Climax,f
1944,1945,17,ART DIRECTION (Color),"Art Direction:  Lionel Banks, Cary Odell;  Interior Decoration:  Fay Babcock",Cover Girl,f
1944,1945,17,ART DIRECTION (Color),Art Direction:  Charles Novi;  Interior Decoration:  Jack McConaghy,The Desert Song,f
1944,1945,17,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Daniel B. Cathcart;  Interior Decoration:  Edwin B. Willis, Richard Pefferle",Kismet,f
1944,1945,17,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Raoul Pene du Bois;  Interior Decoration:  Ray Moyer",Lady in the Dark,f
1944,1945,17,ART DIRECTION (Color),Art Direction:  Ernst Fegte;  Interior Decoration:  Howard Bristol,The Princess and the Pirate,f
1944,1945,17,ART DIRECTION (Color),Art Direction:  Wiard Ihnen;  Interior Decoration:  Thomas Little,Wilson,t
1944,1945,17,CINEMATOGRAPHY (Black-and-White),John Seitz,Double Indemnity,f
1944,1945,17,CINEMATOGRAPHY (Black-and-White),Sidney Wagner,Dragon Seed,f
1944,1945,17,CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Gaslight,f
1944,1945,17,CINEMATOGRAPHY (Black-and-White),Lionel Lindon,Going My Way,f
1944,1945,17,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Laura,t
1944,1945,17,CINEMATOGRAPHY (Black-and-White),Glen MacWilliams,Lifeboat,f
1944,1945,17,CINEMATOGRAPHY (Black-and-White),"Stanley Cortez, Lee Garmes",Since You Went Away,f
1944,1945,17,CINEMATOGRAPHY (Black-and-White),"Robert Surtees, Harold Rosson",Thirty Seconds over Tokyo,f
1944,1945,17,CINEMATOGRAPHY (Black-and-White),Charles Lang,The Uninvited,f
1944,1945,17,CINEMATOGRAPHY (Black-and-White),George Folsey,The White Cliffs of Dover,f
1944,1945,17,CINEMATOGRAPHY (Color),"Rudolph Maté, Allen M. Davey",Cover Girl,f
1944,1945,17,CINEMATOGRAPHY (Color),Edward Cronjager,Home in Indiana,f
1944,1945,17,CINEMATOGRAPHY (Color),Charles Rosher,Kismet,f
1944,1945,17,CINEMATOGRAPHY (Color),Ray Rennahan,Lady in the Dark,f
1944,1945,17,CINEMATOGRAPHY (Color),George Folsey,Meet Me in St. Louis,f
1944,1945,17,CINEMATOGRAPHY (Color),Leon Shamroy,Wilson,t
1944,1945,17,DIRECTING,Billy Wilder,Double Indemnity,f
1944,1945,17,DIRECTING,Leo McCarey,Going My Way,t
1944,1945,17,DIRECTING,Otto Preminger,Laura,f
1944,1945,17,DIRECTING,Alfred Hitchcock,Lifeboat,f
1944,1945,17,DIRECTING,Henry King,Wilson,f
1944,1945,17,DOCUMENTARY (Short Subject),United States Office of War Information Overseas Motion Picture Bureau,Arturo Toscanini,f
1944,1945,17,DOCUMENTARY (Short Subject),RKO Radio,New Americans,f
1944,1945,17,DOCUMENTARY (Short Subject),United States Marine Corps,With the Marines at Tarawa,t
1944,1945,17,FILM EDITING,Leroy Stone,Going My Way,f
1944,1945,17,FILM EDITING,Owen Marks,Janie,f
1944,1945,17,FILM EDITING,Roland Gross,None but the Lonely Heart,f
1944,1945,17,FILM EDITING,"Hal C. Kern, James E. Newcom",Since You Went Away,f
1944,1945,17,FILM EDITING,Barbara McLean,Wilson,t
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),"Morris Stoloff, Ernst Toch",Address Unknown,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,The Adventures of Mark Twain,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,The Bridge of San Luis Rey,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Arthur Lange,Casanova Brown,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),H. J. Salter,Christmas Holiday,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Double Indemnity,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),"Walter Scharf, Roy Webb",The Fighting Seabees,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),"Edward Paul, Michel Michelet",The Hairy Ape,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Robert Stolz,It Happened Tomorrow,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Frederic Efrem Rich,Jack London,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Herbert Stothart,Kismet,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),"Hanns Eisler, C. Bakaleinikoff",None but the Lonely Heart,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),David Rose,The Princess and the Pirate,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Since You Went Away,t
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Karl Hajos,Summer Storm,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Franke Harling,Three Russian Girls,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Edward Paul,Up in Mabel's Room,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Michel Michelet,Voice in the Wind,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,Wilson,f
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Woman of the Town,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),Walter Scharf,Brazil,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),"Morris Stoloff, Carmen Dragon",Cover Girl,t
1944,1945,17,MUSIC (Scoring of a Musical Picture),C. Bakaleinikoff,Higher and Higher,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),Ray Heindorf,Hollywood Canteen,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),Alfred Newman,Irish Eyes Are Smiling,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),"Werner R. Heymann, Kurt Weill",Knickerbocker Holiday,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),Robert Emmett Dolan,Lady in the Dark,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),Edward Kay,"Lady, Let's Dance",f
1944,1945,17,MUSIC (Scoring of a Musical Picture),Georgie Stoll,Meet Me in St. Louis,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),H. J. Salter,The Merry Monahans,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),"Ferde Grofe, Leo Erdody",Minstrel Man,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),Mahlon Merrick,Sensations of 1945,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),Charles Previn,Song of the Open Road,f
1944,1945,17,MUSIC (Scoring of a Musical Picture),"Ray Heindorf, Louis Forbes",Up in Arms,f
1944,1945,17,MUSIC (Song),Music by Jimmy McHugh; Lyrics by Harold Adamson,Higher and Higher,f
1944,1945,17,MUSIC (Song),Music by Jule Styne; Lyrics by Sammy Cahn,Follow the Boys,f
1944,1945,17,MUSIC (Song),Music by James V. Monaco; Lyrics by Mack Gordon,Sweet and Low-Down,f
1944,1945,17,MUSIC (Song),Music by Jerome Kern; Lyrics by Ira Gershwin,Cover Girl,f
1944,1945,17,MUSIC (Song),Music by Harold Arlen; Lyrics by Ted Koehler,Up in Arms,f
1944,1945,17,MUSIC (Song),Music by Harry Revel; Lyrics by Paul Webster,Minstrel Man,f
1944,1945,17,MUSIC (Song),Music by Ary Barroso; Lyrics by Ned Washington,Brazil,f
1944,1945,17,MUSIC (Song),Music by Lew Pollack; Lyrics by Charles Newman,"Lady, Let's Dance",f
1944,1945,17,MUSIC (Song),Music by M. K. Jerome; Lyrics by Ted Koehler,Hollywood Canteen,f
1944,1945,17,MUSIC (Song),Music by James Van Heusen; Lyrics by Johnny Burke,Going My Way,t
1944,1945,17,MUSIC (Song),Music by Walter Kent; Lyrics by Kim Gannon,Song of the Open Road,f
1944,1945,17,MUSIC (Song),Music and Lyrics by Ralph Blane and Hugh Martin,Meet Me in St. Louis,f
1944,1945,17,BEST MOTION PICTURE,Paramount,Double Indemnity,f
1944,1945,17,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Gaslight,f
1944,1945,17,BEST MOTION PICTURE,Paramount,Going My Way,t
1944,1945,17,BEST MOTION PICTURE,Selznick International Pictures,Since You Went Away,f
1944,1945,17,BEST MOTION PICTURE,20th Century-Fox,Wilson,f
1944,1945,17,SHORT SUBJECT (Cartoon),"George Pal, Producer",And to Think I Saw It on Mulberry Street,f
1944,1945,17,SHORT SUBJECT (Cartoon),Screen Gems,"Dog, Cat and Canary",f
1944,1945,17,SHORT SUBJECT (Cartoon),"Walter Lantz, Producer",Fish Fry,f
1944,1945,17,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",How to Play Football,f
1944,1945,17,SHORT SUBJECT (Cartoon),"Frederick C. Quimby, Producer",Mouse Trouble,t
1944,1945,17,SHORT SUBJECT (Cartoon),"Paul Terry, Producer",My Boy Johnny,f
1944,1945,17,SHORT SUBJECT (Cartoon),Warner Bros.,Swooner Crooner,f
1944,1945,17,SHORT SUBJECT (One-reel),"Edmund Reek, Producer",Blue Grass Gentlemen,f
1944,1945,17,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Jammin' the Blues,f
1944,1945,17,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Movie Pests,f
1944,1945,17,SHORT SUBJECT (One-reel),"Ralph Staub, Producer",Screen Snapshots' 50th Anniversary of Motion Pictures,f
1944,1945,17,SHORT SUBJECT (One-reel),"Jerry Fairbanks, Producer",Who's Who in Animal Land,t
1944,1945,17,SHORT SUBJECT (Two-reel),"Louis Harris, Producer",Bombalera,f
1944,1945,17,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",I Won't Play,t
1944,1945,17,SHORT SUBJECT (Two-reel),"Jerry Bresler, Producer; Herbert Moulton, Associate Producer",Main Street Today,f
1944,1945,17,SOUND RECORDING,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",Brazil,f
1944,1945,17,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",Casanova Brown,f
1944,1945,17,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Cover Girl,f
1944,1945,17,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Double Indemnity,f
1944,1945,17,SOUND RECORDING,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",His Butler's Sister,f
1944,1945,17,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",Hollywood Canteen,f
1944,1945,17,SOUND RECORDING,"Sound Service, Inc., Jack Whitney, Sound Director",It Happened Tomorrow,f
1944,1945,17,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Kismet,f
1944,1945,17,SOUND RECORDING,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",Music in Manhattan,f
1944,1945,17,SOUND RECORDING,"RCA Sound, W. M. Dalgleish, Sound Director",Voice in the Wind,f
1944,1945,17,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Wilson,t
1944,1945,17,SPECIAL EFFECTS,"Photographic Effects by Paul Detlefsen, John Crouse; Sound Effects by Nathan Levinson",The Adventures of Mark Twain,f
1944,1945,17,SPECIAL EFFECTS,"Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart, Roy Granville",Days of Glory,f
1944,1945,17,SPECIAL EFFECTS,"Photographic Effects by David Allen, Ray Cory, Robert Wright; Sound Effects by Russell Malmgren, Harry Kusnick",Secret Command,f
1944,1945,17,SPECIAL EFFECTS,Photographic Effects by John R. Cosgrove; Sound Effects by Arthur Johns,Since You Went Away,f
1944,1945,17,SPECIAL EFFECTS,"Photographic Effects by Gordon Jennings, Farciot Edouart; Sound Effects by George Dutton",The Story of Dr. Wassell,f
1944,1945,17,SPECIAL EFFECTS,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus, Warren Newcombe; Sound Effects by Douglas Shearer",Thirty Seconds over Tokyo,t
1944,1945,17,SPECIAL EFFECTS,Photographic Effects by Fred Sersen; Sound Effects by Roger Heman,Wilson,f
1944,1945,17,WRITING (Original Motion Picture Story),Leo McCarey,Going My Way,t
1944,1945,17,WRITING (Original Motion Picture Story),"Chandler Sprague, David Boehm",A Guy Named Joe,f
1944,1945,17,WRITING (Original Motion Picture Story),John Steinbeck,Lifeboat,f
1944,1945,17,WRITING (Original Motion Picture Story),"Alfred Neumann, Joseph Than",None Shall Escape,f
1944,1945,17,WRITING (Original Motion Picture Story),"Edward Doherty, Jules Schermer",The Sullivans,f
1944,1945,17,WRITING (Original Screenplay),Preston Sturges,Hail the Conquering Hero,f
1944,1945,17,WRITING (Original Screenplay),Preston Sturges,The Miracle of Morgan's Creek,f
1944,1945,17,WRITING (Original Screenplay),"Richard Connell, Gladys Lehman",Two Girls and a Sailor,f
1944,1945,17,WRITING (Original Screenplay),Lamar Trotti,Wilson,t
1944,1945,17,WRITING (Original Screenplay),Jerome Cady,Wing and a Prayer,f
1944,1945,17,WRITING (Screenplay),"Billy Wilder, Raymond Chandler",Double Indemnity,f
1944,1945,17,WRITING (Screenplay),"John Van Druten, Walter Reisch, John L. Balderston",Gaslight,f
1944,1945,17,WRITING (Screenplay),"Frank Butler, Frank Cavett",Going My Way,t
1944,1945,17,WRITING (Screenplay),"Jay Dratler, Samuel Hoffenstein, Betty Reinhardt",Laura,f
1944,1945,17,WRITING (Screenplay),"Irving Brecher, Fred F. Finklehoffe",Meet Me in St. Louis,f
1944,1945,17,SPECIAL AWARD, Margaret O'Brien,,t
1944,1945,17,SPECIAL AWARD, Bob Hope for his many services to the Academy.,,t
1944,1945,17,IRVING G. THALBERG MEMORIAL AWARD,Darryl F. Zanuck,,t
1945,1946,18,ACTOR,Bing Crosby,The Bells of St. Mary's,f
1945,1946,18,ACTOR,Gene Kelly,Anchors Aweigh,f
1945,1946,18,ACTOR,Ray Milland,The Lost Weekend,t
1945,1946,18,ACTOR,Gregory Peck,The Keys of the Kingdom,f
1945,1946,18,ACTOR,Cornel Wilde,A Song to Remember,f
1945,1946,18,ACTOR IN A SUPPORTING ROLE,Michael Chekhov,Spellbound,f
1945,1946,18,ACTOR IN A SUPPORTING ROLE,John Dall,The Corn Is Green,f
1945,1946,18,ACTOR IN A SUPPORTING ROLE,James Dunn,A Tree Grows in Brooklyn,t
1945,1946,18,ACTOR IN A SUPPORTING ROLE,Robert Mitchum,G. I. Joe,f
1945,1946,18,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,A Medal for Benny,f
1945,1946,18,ACTRESS,Ingrid Bergman,The Bells of St. Mary's,f
1945,1946,18,ACTRESS,Joan Crawford,Mildred Pierce,t
1945,1946,18,ACTRESS,Greer Garson,The Valley of Decision,f
1945,1946,18,ACTRESS,Jennifer Jones,Love Letters,f
1945,1946,18,ACTRESS,Gene Tierney,Leave Her to Heaven,f
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Eve Arden,Mildred Pierce,f
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Ann Blyth,Mildred Pierce,f
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,The Picture of Dorian Gray,f
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Joan Lorring,The Corn Is Green,f
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Anne Revere,National Velvet,t
1945,1946,18,ART DIRECTION (Black-and-White),Art Direction:  Wiard Ihnen;  Interior Decoration:  A. Roland Fields,Blood on the Sun,t
1945,1946,18,ART DIRECTION (Black-and-White),"Art Direction:  Albert S. D'Agostino, Jack Okey;  Interior Decoration:  Darrell Silvera, Claude Carpenter",Experiment Perilous,f
1945,1946,18,ART DIRECTION (Black-and-White),"Art Direction:  James Basevi, William Darling;  Interior Decoration:  Thomas Little, Frank E. Hughes",The Keys of the Kingdom,f
1945,1946,18,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, Roland Anderson;  Interior Decoration:  Sam Comer, Ray Moyer",Love Letters,f
1945,1946,18,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Hans Peters;  Interior Decoration:  Edwin B. Willis, Hugh Hunt, John Bonar",The Picture of Dorian Gray,f
1945,1946,18,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Sam Comer",Frenchman's Creek,t
1945,1946,18,ART DIRECTION (Color),"Art Direction:  Lyle Wheeler, Maurice Ransford;  Interior Decoration:  Thomas Little",Leave Her to Heaven,f
1945,1946,18,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Urie McCleary;  Interior Decoration:  Edwin B. Willis, Mildred Griffiths",National Velvet,f
1945,1946,18,ART DIRECTION (Color),Art Direction:  Ted Smith;  Interior Decoration:  Jack McConaghy,San Antonio,f
1945,1946,18,ART DIRECTION (Color),"Art Direction:  Stephen Goosson, Rudolph Sternad;  Interior Decoration:  Frank Tuttle",A Thousand and One Nights,f
1945,1946,18,CINEMATOGRAPHY (Black-and-White),Arthur Miller,The Keys of the Kingdom,f
1945,1946,18,CINEMATOGRAPHY (Black-and-White),John F. Seitz,The Lost Weekend,f
1945,1946,18,CINEMATOGRAPHY (Black-and-White),Ernest Haller,Mildred Pierce,f
1945,1946,18,CINEMATOGRAPHY (Black-and-White),Harry Stradling,The Picture of Dorian Gray,t
1945,1946,18,CINEMATOGRAPHY (Black-and-White),George Barnes,Spellbound,f
1945,1946,18,CINEMATOGRAPHY (Color),"Robert Planck, Charles Boyle",Anchors Aweigh,f
1945,1946,18,CINEMATOGRAPHY (Color),Leon Shamroy,Leave Her to Heaven,t
1945,1946,18,CINEMATOGRAPHY (Color),Leonard Smith,National Velvet,f
1945,1946,18,CINEMATOGRAPHY (Color),"Tony Gaudio, Allen M. Davey",A Song to Remember,f
1945,1946,18,CINEMATOGRAPHY (Color),George Barnes,The Spanish Main,f
1945,1946,18,DIRECTING,Leo McCarey,The Bells of St. Mary's,f
1945,1946,18,DIRECTING,Billy Wilder,The Lost Weekend,t
1945,1946,18,DIRECTING,Clarence Brown,National Velvet,f
1945,1946,18,DIRECTING,Jean Renoir,The Southerner,f
1945,1946,18,DIRECTING,Alfred Hitchcock,Spellbound,f
1945,1946,18,DOCUMENTARY (Feature),United States Army Air Force,The Last Bomb,f
1945,1946,18,DOCUMENTARY (Feature),The Governments of Great Britain and the United States of America,The True Glory,t
1945,1946,18,DOCUMENTARY (Short Subject),"Gordon Hollingshead, Producer",Hitler Lives?,t
1945,1946,18,DOCUMENTARY (Short Subject),United States Office of War Information Overseas Motion Picture Bureau,Library of Congress,f
1945,1946,18,DOCUMENTARY (Short Subject),United States Marine Corps,To the Shores of Iwo Jima,f
1945,1946,18,FILM EDITING,Harry Marker,The Bells of St. Mary's,f
1945,1946,18,FILM EDITING,Doane Harrison,The Lost Weekend,f
1945,1946,18,FILM EDITING,Robert J. Kern,National Velvet,t
1945,1946,18,FILM EDITING,George Amy,"Objective, Burma!",f
1945,1946,18,FILM EDITING,Charles Nelson,A Song to Remember,f
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),Robert Emmett Dolan,The Bells of St. Mary's,f
1945,1946,18,MUSIC (Music Score of a Dramatic or Comedy Picture),Lou Forbes,Brewster's Millions,f
